DATE;TIME;OPEN;HIGH;LOW;CLOSE;VOL
14.09.2018;11:02;107770;107770;107690;107690;185
14.09.2018;11:03;107710;107720;107680;107710;30
14.09.2018;11:04;107720;107720;107660;107670;88
14.09.2018;11:05;107670;107710;107670;107710;13
14.09.2018;11:06;107670;107670;107670;107670;1
14.09.2018;11:07;107670;107670;107660;107660;14
14.09.2018;11:08;107630;107670;107630;107660;8
14.09.2018;11:09;107660;107680;107660;107680;4
14.09.2018;11:10;107710;107710;107680;107680;3
14.09.2018;11:11;107640;107640;107570;107570;39
14.09.2018;11:12;107570;107600;107530;107530;23
14.09.2018;11:13;107530;107530;107460;107470;20
14.09.2018;11:14;107450;107450;107420;107430;30
14.09.2018;11:15;107460;107470;107410;107470;67
14.09.2018;11:16;107430;107470;107430;107440;163
14.09.2018;11:17;107440;107500;107440;107500;16
14.09.2018;11:18;107490;107490;107330;107370;69
14.09.2018;11:19;107380;107450;107370;107450;21
14.09.2018;11:20;107430;107430;107400;107430;5
14.09.2018;11:21;107400;107580;107400;107580;34
14.09.2018;11:22;107580;107600;107520;107540;40
14.09.2018;11:23;107540;107560;107520;107550;13
14.09.2018;11:24;107560;107630;107560;107630;8
14.09.2018;11:25;107630;107630;107560;107580;40
14.09.2018;11:26;107580;107580;107580;107580;1
14.09.2018;11:27;107560;107560;107560;107560;5
14.09.2018;11:29;107500;107510;107470;107510;10
14.09.2018;11:31;107490;107490;107420;107430;15
14.09.2018;11:32;107420;107450;107370;107430;22
14.09.2018;11:33;107430;107450;107400;107440;38
14.09.2018;11:34;107430;107430;107350;107410;11
14.09.2018;11:35;107390;107390;107360;107370;9
14.09.2018;11:36;107330;107400;107310;107400;7
14.09.2018;11:37;107410;107410;107410;107410;1
14.09.2018;11:38;107430;107430;107410;107410;2
14.09.2018;11:39;107340;107400;107300;107400;24
14.09.2018;11:40;107400;107480;107400;107480;26
14.09.2018;11:41;107460;107460;107430;107430;6
14.09.2018;11:42;107450;107450;107400;107400;3
14.09.2018;11:43;107400;107400;107400;107400;7
14.09.2018;11:44;107400;107400;107350;107350;16
14.09.2018;11:46;107360;107390;107320;107390;13
14.09.2018;11:47;107340;107340;107340;107340;2
14.09.2018;11:48;107400;107410;107390;107410;18
14.09.2018;11:49;107380;107400;107300;107300;12
14.09.2018;11:50;107310;107310;107190;107200;97
14.09.2018;11:51;107190;107260;107190;107260;9
14.09.2018;11:52;107280;107280;107190;107200;38
14.09.2018;11:53;107210;107210;107100;107190;83
14.09.2018;11:56;107180;107180;107100;107130;15
14.09.2018;11:57;107160;107160;107130;107130;30
14.09.2018;11:58;107090;107090;107000;107000;81
14.09.2018;11:59;106990;107050;106960;107050;27
14.09.2018;12:00;107080;107110;107080;107100;25
14.09.2018;12:01;107070;107070;106990;107010;53
14.09.2018;12:02;107000;107020;106990;107000;35
14.09.2018;12:03;106980;106980;106910;106940;73
14.09.2018;12:04;106980;107030;106980;107010;7
14.09.2018;12:06;106990;106990;106930;106930;13
14.09.2018;12:07;106940;106940;106930;106940;28
14.09.2018;12:08;106960;107000;106960;107000;22
14.09.2018;12:09;107030;107050;107000;107000;21
14.09.2018;12:10;106970;107000;106970;107000;7
14.09.2018;12:11;106950;106990;106940;106960;24
14.09.2018;12:12;107020;107030;106960;106980;19
14.09.2018;12:13;107030;107030;107030;107030;2
14.09.2018;12:14;107060;107140;107050;107140;53
14.09.2018;12:15;107120;107170;107100;107160;23
14.09.2018;12:16;107090;107140;107080;107140;4
14.09.2018;12:17;107090;107090;107090;107090;1
14.09.2018;12:18;107120;107120;107060;107060;10
14.09.2018;12:19;107080;107080;107060;107060;4
14.09.2018;12:20;107140;107190;107140;107190;18
14.09.2018;12:21;107200;107210;107130;107130;21
14.09.2018;12:22;107150;107150;107150;107150;1
14.09.2018;12:23;107130;107140;107130;107140;12
14.09.2018;12:24;107150;107150;107140;107140;5
14.09.2018;12:25;107140;107140;107140;107140;3
14.09.2018;12:26;107100;107160;107090;107160;69
14.09.2018;12:27;107180;107200;107130;107130;16
14.09.2018;12:28;107130;107130;107100;107100;12
14.09.2018;12:30;107140;107140;107140;107140;2
14.09.2018;12:31;107150;107170;107150;107170;13
14.09.2018;12:32;107190;107270;107190;107250;33
14.09.2018;12:33;107230;107230;107210;107210;2
14.09.2018;12:34;107200;107250;107190;107250;11
14.09.2018;12:35;107240;107250;107240;107250;4
14.09.2018;12:36;107250;107280;107230;107230;28
14.09.2018;12:37;107210;107210;107210;107210;1
14.09.2018;12:38;107180;107210;107180;107210;3
14.09.2018;12:39;107190;107280;107190;107280;5
14.09.2018;12:40;107290;107380;107290;107340;98
14.09.2018;12:41;107340;107350;107320;107320;12
14.09.2018;12:42;107330;107330;107300;107300;3
14.09.2018;12:43;107300;107300;107300;107300;2
14.09.2018;12:44;107290;107290;107280;107280;2
14.09.2018;12:45;107290;107320;107290;107320;2
14.09.2018;12:46;107370;107380;107370;107380;6
14.09.2018;12:47;107390;107480;107390;107470;32
14.09.2018;12:48;107490;107600;107490;107600;59
14.09.2018;12:49;107610;107630;107600;107600;28
14.09.2018;12:50;107580;107580;107560;107560;2
14.09.2018;12:51;107580;107580;107510;107510;5
14.09.2018;12:52;107490;107530;107490;107490;12
14.09.2018;12:53;107510;107510;107490;107490;2
14.09.2018;12:54;107490;107490;107490;107490;2
14.09.2018;12:55;107510;107510;107510;107510;2
14.09.2018;12:56;107550;107550;107550;107550;1
14.09.2018;12:57;107490;107490;107480;107480;2
14.09.2018;12:58;107480;107480;107360;107360;6
14.09.2018;12:59;107350;107360;107300;107300;10
14.09.2018;13:00;107320;107320;107310;107310;8
14.09.2018;13:01;107310;107310;107180;107180;32
14.09.2018;13:02;107150;107200;107150;107200;15
14.09.2018;13:04;107200;107220;107200;107220;33
14.09.2018;13:05;107230;107240;107210;107220;28
14.09.2018;13:06;107200;107200;107200;107200;2
14.09.2018;13:08;107260;107280;107200;107200;14
14.09.2018;13:10;107200;107200;107200;107200;2
14.09.2018;13:12;107190;107190;107190;107190;1
14.09.2018;13:13;107250;107260;107250;107260;2
14.09.2018;13:14;107260;107260;107220;107220;23
14.09.2018;13:16;107200;107200;107120;107160;66
14.09.2018;13:17;107170;107180;107170;107180;3
14.09.2018;13:18;107110;107180;107100;107180;9
14.09.2018;13:19;107230;107230;107230;107230;5
14.09.2018;13:21;107230;107260;107230;107260;10
14.09.2018;13:22;107300;107310;107300;107310;6
14.09.2018;13:23;107320;107390;107270;107390;32
14.09.2018;13:24;107390;107410;107320;107320;29
14.09.2018;13:25;107330;107350;107300;107320;25
14.09.2018;13:26;107300;107310;107300;107310;6
14.09.2018;13:29;107310;107320;107280;107320;9
14.09.2018;13:30;107370;107400;107370;107400;5
14.09.2018;13:31;107450;107890;107450;107610;233
14.09.2018;13:32;107640;107750;107610;107690;81
14.09.2018;13:33;107740;108100;107740;108090;164
14.09.2018;13:34;108060;108370;108060;108120;530
14.09.2018;13:35;108100;108120;107980;108120;95
14.09.2018;13:36;108120;108210;108120;108210;57
14.09.2018;13:37;108240;108330;108080;108080;138
14.09.2018;13:38;108080;108160;108070;108160;81
14.09.2018;13:39;108140;108280;108140;108280;114
14.09.2018;13:40;108300;108400;108270;108330;211
14.09.2018;13:41;108330;108330;108200;108270;113
14.09.2018;13:42;108170;108170;108150;108150;16
14.09.2018;13:43;108200;108210;108160;108210;24
14.09.2018;13:44;108210;108280;108210;108280;50
14.09.2018;13:45;108250;108420;108250;108400;69
14.09.2018;13:46;108400;108440;108370;108380;234
14.09.2018;13:47;108320;108360;108270;108280;34
14.09.2018;13:48;108290;108350;108290;108320;12
14.09.2018;13:49;108290;108440;108260;108270;171
14.09.2018;13:50;108270;108390;108250;108300;248
14.09.2018;13:51;108300;108400;108280;108330;145
14.09.2018;13:52;108320;108350;108300;108300;14
14.09.2018;13:53;108280;108280;108210;108230;14
14.09.2018;13:54;108270;108270;108110;108120;55
14.09.2018;13:55;108080;108160;108060;108160;29
14.09.2018;13:56;108180;108180;108180;108180;1
14.09.2018;13:57;108210;108240;108210;108240;50
14.09.2018;13:58;108190;108190;108160;108160;11
14.09.2018;13:59;108260;108260;108260;108260;1
14.09.2018;14:00;108270;108310;108260;108310;19
14.09.2018;14:06;108320;108450;108320;108430;115
14.09.2018;14:07;108390;108390;108310;108310;31
14.09.2018;14:08;108280;108310;108280;108280;9
14.09.2018;14:09;108280;108330;108220;108220;15
14.09.2018;14:10;108230;108250;108230;108240;10
14.09.2018;14:11;108250;108250;108160;108160;29
14.09.2018;14:12;108180;108230;108180;108230;9
14.09.2018;14:13;108150;108190;108150;108190;8
14.09.2018;14:14;108200;108200;108190;108200;9
14.09.2018;14:15;108230;108270;108230;108270;18
14.09.2018;14:16;108250;108250;108180;108180;18
14.09.2018;14:17;108170;108200;108170;108180;5
14.09.2018;14:18;108240;108250;108240;108250;33
14.09.2018;14:19;108250;108250;108190;108190;3
14.09.2018;14:20;108170;108170;108130;108140;17
14.09.2018;14:21;108110;108140;108110;108110;16
14.09.2018;14:22;108100;108100;108050;108050;11
14.09.2018;14:23;108100;108100;108050;108050;16
14.09.2018;14:24;108030;108080;108020;108050;18
14.09.2018;14:25;108100;108110;108080;108080;16
14.09.2018;14:26;108140;108140;108100;108120;14
14.09.2018;14:27;108140;108140;108140;108140;1
14.09.2018;14:28;108100;108100;108070;108070;2
14.09.2018;14:29;108080;108080;108080;108080;1
14.09.2018;14:31;108140;108140;108140;108140;2
14.09.2018;14:33;108140;108200;108140;108180;7
14.09.2018;14:34;108210;108210;108200;108200;12
14.09.2018;14:35;108170;108170;108140;108140;15
14.09.2018;14:36;108130;108130;108130;108130;4
14.09.2018;14:37;108140;108140;108100;108100;7
14.09.2018;14:38;108120;108120;108080;108110;55
14.09.2018;14:39;108080;108120;108050;108120;15
14.09.2018;14:40;108110;108150;108110;108150;7
14.09.2018;14:41;108180;108210;108170;108210;28
14.09.2018;14:42;108200;108200;108200;108200;2
14.09.2018;14:43;108180;108180;108150;108150;11
14.09.2018;14:44;108150;108150;108110;108110;12
14.09.2018;14:45;108190;108220;108190;108220;14
14.09.2018;14:46;108230;108250;108190;108210;69
14.09.2018;14:47;108180;108190;108170;108190;11
14.09.2018;14:48;108150;108180;108150;108180;5
14.09.2018;14:49;108180;108180;108180;108180;4
14.09.2018;14:51;108190;108220;108170;108170;3
14.09.2018;14:52;108140;108160;108140;108140;8
14.09.2018;14:53;108140;108150;108140;108150;122
14.09.2018;14:54;108150;108150;108130;108130;37
14.09.2018;14:55;108110;108130;108110;108130;3
14.09.2018;14:56;108190;108200;108150;108150;18
14.09.2018;14:57;108160;108160;108140;108140;20
14.09.2018;14:58;108140;108160;108120;108160;15
14.09.2018;14:59;108250;108260;108240;108240;10
14.09.2018;15:00;108230;108240;108220;108230;16
14.09.2018;15:01;108260;108270;108170;108180;14
14.09.2018;15:02;108160;108160;108140;108140;12
14.09.2018;15:03;108120;108120;108120;108120;1
14.09.2018;15:04;108130;108130;108060;108120;22
14.09.2018;15:05;108130;108130;108130;108130;2
14.09.2018;15:08;108150;108150;108100;108100;9
14.09.2018;15:10;108100;108100;108100;108100;1
14.09.2018;15:11;108080;108120;108080;108120;67
14.09.2018;15:12;108110;108110;108090;108090;16
14.09.2018;15:13;108080;108090;108080;108090;7
14.09.2018;15:14;108100;108130;108100;108100;9
14.09.2018;15:15;108120;108130;108120;108130;2
14.09.2018;15:16;108110;108110;108110;108110;3
14.09.2018;15:19;108140;108150;108140;108150;2
14.09.2018;15:21;108140;108140;108090;108090;4
14.09.2018;15:23;108140;108140;108140;108140;2
14.09.2018;15:24;108120;108120;108100;108100;27
14.09.2018;15:25;108050;108050;108030;108030;41
14.09.2018;15:26;108060;108080;108010;108020;72
14.09.2018;15:27;108030;108080;108030;108040;21
14.09.2018;15:29;108060;108060;108060;108060;1
14.09.2018;15:30;108000;108000;107970;107970;12
14.09.2018;15:31;107980;108190;107980;108170;31
14.09.2018;15:32;108090;108090;108090;108090;9
14.09.2018;15:33;108140;108140;108110;108110;4
14.09.2018;15:34;108150;108150;108130;108130;6
14.09.2018;15:36;108120;108220;108120;108220;50
14.09.2018;15:37;108220;108360;108220;108300;187
14.09.2018;15:38;108220;108250;108200;108230;17
14.09.2018;15:40;108290;108290;108290;108290;1
14.09.2018;15:41;108270;108280;108270;108270;3
14.09.2018;15:42;108250;108260;108210;108210;28
14.09.2018;15:43;108220;108280;108220;108280;8
14.09.2018;15:44;108310;108310;108310;108310;1
14.09.2018;15:45;108260;108260;108210;108210;37
14.09.2018;15:46;108220;108270;108220;108270;9
14.09.2018;15:47;108230;108240;108230;108230;13
14.09.2018;15:48;108230;108230;108230;108230;18
14.09.2018;15:49;108220;108250;108220;108250;7
14.09.2018;15:50;108240;108240;108240;108240;3
14.09.2018;15:51;108220;108220;108220;108220;2
14.09.2018;15:52;108170;108170;108170;108170;1
14.09.2018;15:53;108180;108180;108180;108180;1
14.09.2018;15:54;108140;108140;108140;108140;7
14.09.2018;15:55;108150;108150;108150;108150;2
14.09.2018;15:56;108180;108180;108180;108180;32
14.09.2018;15:57;108180;108180;108180;108180;16
14.09.2018;15:58;108190;108240;108190;108230;14
14.09.2018;16:00;108200;108200;108180;108200;8
14.09.2018;16:01;108220;108240;108220;108240;3
14.09.2018;16:02;108210;108300;108210;108270;77
14.09.2018;16:03;108250;108250;108210;108210;42
14.09.2018;16:04;108240;108240;108180;108210;11
14.09.2018;16:05;108180;108180;108100;108150;22
14.09.2018;16:06;108150;108180;108150;108180;9
14.09.2018;16:07;108210;108250;108210;108240;6
14.09.2018;16:08;108250;108290;108230;108230;10
14.09.2018;16:09;108250;108250;108240;108240;5
14.09.2018;16:10;108240;108240;108240;108240;1
14.09.2018;16:11;108260;108260;108210;108210;2
14.09.2018;16:12;108230;108360;108230;108340;28
14.09.2018;16:13;108370;108370;108280;108340;52
14.09.2018;16:14;108340;108340;108320;108320;5
14.09.2018;16:15;108260;108290;108260;108290;9
14.09.2018;16:16;108310;108360;108310;108350;8
14.09.2018;16:17;108320;108320;108260;108280;17
14.09.2018;16:18;108240;108260;108230;108230;10
14.09.2018;16:19;108260;108260;108260;108260;1
14.09.2018;16:21;108260;108290;108260;108290;7
14.09.2018;16:22;108340;108340;108190;108190;15
14.09.2018;16:23;108250;108270;108040;108040;81
14.09.2018;16:24;108060;108120;108040;108090;13
14.09.2018;16:25;108130;108180;108130;108170;31
14.09.2018;16:26;108140;108140;108050;108050;9
14.09.2018;16:27;108070;108070;108060;108060;10
14.09.2018;16:28;108060;108060;108050;108050;16
14.09.2018;16:29;108100;108100;108080;108080;41
14.09.2018;16:30;108140;108150;108140;108150;2
14.09.2018;16:31;108180;108180;108120;108120;8
14.09.2018;16:32;108130;108250;108130;108220;82
14.09.2018;16:33;108220;108220;108170;108170;83
14.09.2018;16:34;108180;108180;108180;108180;2
14.09.2018;16:35;108240;108260;108200;108260;8
14.09.2018;16:36;108270;108290;108270;108290;9
14.09.2018;16:37;108350;108410;108350;108390;23
14.09.2018;16:38;108400;108490;108400;108470;144
14.09.2018;16:39;108490;108500;108420;108450;103
14.09.2018;16:40;108470;108500;108470;108500;22
14.09.2018;16:41;108500;108590;108500;108570;48
14.09.2018;16:42;108570;108590;108530;108530;54
14.09.2018;16:43;108520;108530;108510;108530;18
14.09.2018;16:44;108540;108580;108530;108580;27
14.09.2018;16:45;108550;108550;108520;108520;5
14.09.2018;16:46;108520;108530;108510;108520;9
14.09.2018;16:47;108520;108520;108460;108510;68
14.09.2018;16:48;108500;108510;108500;108500;14
14.09.2018;16:49;108490;108490;108460;108460;3
14.09.2018;16:50;108430;108440;108400;108400;24
14.09.2018;16:51;108380;108390;108320;108340;65
14.09.2018;16:52;108360;108360;108360;108360;5
14.09.2018;16:53;108330;108330;108270;108290;45
14.09.2018;16:54;108310;108350;108310;108350;17
14.09.2018;16:55;108320;108320;108290;108290;7
14.09.2018;16:56;108300;108330;108300;108330;8
14.09.2018;16:57;108330;108330;108300;108330;17
14.09.2018;16:58;108300;108310;108250;108250;100
14.09.2018;16:59;108250;108270;108240;108240;13
14.09.2018;17:00;108250;108250;108210;108210;15
14.09.2018;17:01;108250;108260;108200;108200;45
14.09.2018;17:02;108200;108200;108200;108200;9
14.09.2018;17:03;108210;108210;108210;108210;2
14.09.2018;17:04;108200;108200;108160;108180;15
14.09.2018;17:05;108200;108200;108170;108170;4
14.09.2018;17:06;108190;108200;108150;108150;8
14.09.2018;17:07;108180;108210;108160;108200;58
14.09.2018;17:08;108200;108200;108140;108140;78
14.09.2018;17:09;108120;108120;108080;108100;88
14.09.2018;17:10;108150;108160;108120;108120;23
14.09.2018;17:12;108160;108210;108160;108210;23
14.09.2018;17:13;108180;108180;108120;108120;9
14.09.2018;17:14;108140;108180;108070;108070;42
14.09.2018;17:15;108060;108090;108050;108060;9
14.09.2018;17:16;108100;108110;108100;108100;4
14.09.2018;17:17;108080;108080;108060;108080;21
14.09.2018;17:18;108100;108120;108100;108120;8
14.09.2018;17:19;108120;108120;108110;108110;7
14.09.2018;17:20;108130;108150;108120;108120;14
14.09.2018;17:21;108100;108100;108100;108100;2
14.09.2018;17:24;108150;108180;108130;108130;24
14.09.2018;17:25;108130;108140;108090;108100;18
14.09.2018;17:29;108130;108140;108130;108140;9
14.09.2018;17:30;108110;108120;108110;108120;2
14.09.2018;17:31;108130;108130;108100;108100;4
14.09.2018;17:32;108170;108190;108150;108150;7
14.09.2018;17:33;108170;108210;108130;108160;39
14.09.2018;17:34;108130;108130;108080;108080;12
14.09.2018;17:35;108070;108070;108070;108070;1
14.09.2018;17:37;108140;108150;108140;108150;5
14.09.2018;17:40;108110;108110;108110;108110;1
14.09.2018;17:41;108100;108100;108100;108100;6
14.09.2018;17:42;108050;108080;108050;108060;14
14.09.2018;17:43;108100;108130;108100;108120;4
14.09.2018;17:44;108150;108150;108140;108140;9
14.09.2018;17:45;108160;108160;108160;108160;2
14.09.2018;17:46;108130;108130;108130;108130;1
14.09.2018;17:47;108100;108130;108100;108130;2
14.09.2018;17:49;108130;108130;108130;108130;1
14.09.2018;17:50;108190;108190;108190;108190;2
14.09.2018;17:51;108170;108170;108160;108160;6
14.09.2018;17:52;108190;108230;108190;108230;16
14.09.2018;17:53;108210;108220;108170;108170;28
14.09.2018;17:54;108130;108130;108120;108120;4
14.09.2018;17:55;108150;108150;108150;108150;2
14.09.2018;17:56;108140;108140;108110;108110;12
14.09.2018;17:57;108140;108140;108140;108140;2
14.09.2018;18:02;108100;108100;108100;108100;3
14.09.2018;18:04;108130;108200;108130;108200;5
14.09.2018;18:05;108240;108250;108200;108200;17
14.09.2018;18:07;108260;108350;108260;108300;73
14.09.2018;18:08;108280;108310;108280;108300;8
14.09.2018;18:09;108280;108320;108280;108310;21
14.09.2018;18:11;108310;108330;108310;108330;3
14.09.2018;18:12;108340;108380;108320;108340;42
14.09.2018;18:13;108350;108350;108310;108310;14
14.09.2018;18:14;108310;108310;108310;108310;118
14.09.2018;18:15;108290;108320;108290;108300;57
14.09.2018;18:16;108320;108320;108320;108320;3
14.09.2018;18:17;108310;108310;108310;108310;2
14.09.2018;18:18;108300;108300;108300;108300;2
14.09.2018;18:19;108300;108320;108270;108270;112
14.09.2018;18:20;108310;108340;108310;108340;21
14.09.2018;18:21;108360;108370;108360;108370;5
14.09.2018;18:22;108380;108390;108360;108390;31
14.09.2018;18:23;108400;108400;108400;108400;1
14.09.2018;18:24;108330;108330;108290;108290;8
14.09.2018;18:25;108290;108320;108290;108320;3
14.09.2018;18:26;108350;108370;108350;108370;4
14.09.2018;18:27;108370;108370;108370;108370;2
14.09.2018;18:29;108350;108350;108350;108350;10
14.09.2018;18:32;108370;108370;108370;108370;2
14.09.2018;18:33;108360;108460;108360;108440;170
14.09.2018;18:34;108460;108470;108460;108470;14
14.09.2018;18:35;108480;108520;108450;108520;82
14.09.2018;18:36;108490;108500;108450;108480;18
14.09.2018;18:37;108460;108470;108450;108460;25
14.09.2018;18:38;108490;108630;108490;108580;217
14.09.2018;18:39;108580;108610;108580;108610;13
14.09.2018;18:40;108590;108610;108580;108580;31
14.09.2018;18:41;108500;108500;108500;108500;2
14.09.2018;18:42;108510;108520;108490;108520;14
14.09.2018;18:43;108530;108530;108520;108520;14
14.09.2018;18:44;108490;108530;108480;108530;18
14.09.2018;18:45;108600;108600;108540;108580;17
14.09.2018;19:01;108570;108620;108320;108320;39
14.09.2018;19:02;108250;108260;107800;107880;149
14.09.2018;19:03;107960;108020;107930;108000;7
14.09.2018;19:04;107970;107990;107910;107950;42
14.09.2018;19:05;107920;108000;107910;107920;59
14.09.2018;19:06;107920;107950;107920;107920;72
14.09.2018;19:07;107920;107920;107850;107850;152
14.09.2018;19:08;107850;107920;107810;107880;28
14.09.2018;19:09;107850;107930;107850;107930;16
14.09.2018;19:10;107950;108050;107950;108050;33
14.09.2018;19:11;108060;108160;108060;108110;54
14.09.2018;19:12;108120;108160;108090;108150;71
14.09.2018;19:13;108120;108170;108100;108170;15
14.09.2018;19:14;108120;108120;108120;108120;1
14.09.2018;19:15;108100;108100;108080;108080;4
14.09.2018;19:17;108160;108160;108160;108160;1
14.09.2018;19:18;108160;108160;108160;108160;1
14.09.2018;19:19;108070;108070;108070;108070;1
14.09.2018;19:20;108070;108070;108070;108070;9
14.09.2018;19:22;108070;108070;108050;108060;48
14.09.2018;19:23;108020;108020;107890;107890;45
14.09.2018;19:24;107860;107890;107850;107850;35
14.09.2018;19:25;107830;107830;107780;107780;20
14.09.2018;19:26;107770;107770;107720;107720;22
14.09.2018;19:27;107710;107790;107710;107790;8
14.09.2018;19:28;107790;107790;107730;107730;33
14.09.2018;19:29;107730;107730;107730;107730;3
14.09.2018;19:30;107870;107870;107850;107850;2
14.09.2018;19:31;107800;107800;107800;107800;1
14.09.2018;19:32;107880;107910;107880;107910;10
14.09.2018;19:33;107920;107960;107910;107910;11
14.09.2018;19:34;107900;107900;107860;107870;9
14.09.2018;19:38;107920;107920;107900;107910;8
14.09.2018;19:39;107890;107890;107890;107890;1
14.09.2018;19:40;107900;107900;107900;107900;2
14.09.2018;19:43;107920;107920;107860;107860;59
14.09.2018;19:44;107890;107890;107890;107890;1
14.09.2018;19:46;107920;107920;107920;107920;6
14.09.2018;19:47;107970;107980;107970;107980;3
14.09.2018;19:48;107960;107960;107960;107960;1
14.09.2018;19:49;107960;107960;107960;107960;10
14.09.2018;19:50;107990;108040;107990;108040;10
14.09.2018;19:52;107980;107980;107970;107970;3
14.09.2018;19:53;107960;107960;107960;107960;1
14.09.2018;19:57;107910;107910;107910;107910;3
14.09.2018;19:58;107970;107970;107970;107970;1
14.09.2018;19:59;107950;107950;107950;107950;1
14.09.2018;20:01;107910;108000;107880;107880;52
14.09.2018;20:03;107920;107920;107920;107920;2
14.09.2018;20:04;107960;107960;107960;107960;1
14.09.2018;20:05;107950;107950;107950;107950;1
14.09.2018;20:06;108000;108000;108000;108000;1
14.09.2018;20:08;107980;107980;107960;107960;2
14.09.2018;20:09;107910;107910;107900;107900;6
14.09.2018;20:10;107910;107910;107910;107910;5
14.09.2018;20:11;107850;107870;107850;107870;2
14.09.2018;20:12;107830;107830;107830;107830;4
14.09.2018;20:13;107820;107820;107820;107820;1
14.09.2018;20:15;107870;107870;107870;107870;1
14.09.2018;20:16;107880;107880;107880;107880;1
14.09.2018;20:17;107930;107930;107930;107930;55
14.09.2018;20:18;107930;108020;107930;107990;63
14.09.2018;20:19;108000;108000;108000;108000;4
14.09.2018;20:20;108000;108050;108000;108050;106
14.09.2018;20:21;108050;108050;108050;108050;10
14.09.2018;20:22;108050;108050;108050;108050;2
14.09.2018;20:23;108050;108080;108050;108070;14
14.09.2018;20:24;108080;108100;108070;108070;46
14.09.2018;20:25;108070;108070;108070;108070;33
14.09.2018;20:26;108070;108100;108070;108100;7
14.09.2018;20:27;108090;108110;108080;108080;102
14.09.2018;20:28;108070;108130;108070;108130;30
14.09.2018;20:29;108120;108120;108120;108120;31
14.09.2018;20:30;108120;108120;108120;108120;57
14.09.2018;20:31;108140;108150;108140;108150;20
14.09.2018;20:32;108120;108140;108110;108140;50
14.09.2018;20:35;108120;108140;108120;108140;45
14.09.2018;20:36;108140;108140;108120;108130;4
14.09.2018;20:37;108140;108140;108140;108140;10
14.09.2018;20:38;108140;108140;108140;108140;2
14.09.2018;20:39;108140;108140;108140;108140;2
14.09.2018;20:40;108130;108130;108130;108130;1
14.09.2018;20:47;108070;108080;108070;108080;3
14.09.2018;20:51;108160;108200;108160;108200;24
14.09.2018;20:52;108170;108170;108170;108170;1
14.09.2018;20:54;108170;108170;108170;108170;2
14.09.2018;20:55;108140;108170;108140;108170;2
